Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780120665,500,,Aggregated,30.500000,1.700000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3140,387,12000,12626.193519542001,220.2598749427125,54782.850999967195,2795.6140127388535
1780120666,500,,Aggregated,27.300000,2.200000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3158,392,12000,12638.762432851845,220.2598749427125,54782.850999967195,2793.2650411652944
1780120667,500,,Aggregated,27.500000,2.400000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3184,396,12000,12649.463899219256,220.2598749427125,54782.850999967195,2785.183103015075
1780120668,500,,Aggregated,27.200000,2.800000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3224,402,12000,12659.080473891847,220.2598749427125,54782.850999967195,2781.5142679900746
1780120669,500,,Aggregated,25.200000,2.900000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3244,402,12000,12656.195858403675,220.2598749427125,54782.850999967195,2787.8209001233045
1780120670,500,,Aggregated,26.500000,3.500000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3278,402,12000,12653.320029868015,220.2598749427125,54782.850999967195,2798.136668700427
1780120671,500,,Aggregated,26.100000,3.700000,12000,13000,14000,15000,29000,29000,30000,34000,46000,55000,55000,3306,402,12000,12649.2432511314,220.2598749427125,54782.850999967195,2807.0904416212948
1780120672,500,,Aggregated,25.700000,3.400000,12000,13000,14000,15000,29000,29000,30000,34000,46000,55000,55000,3355,411,12000,12670.03714005019,220.2598749427125,54782.850999967195,2798.9624441132637
1780120673,500,,Aggregated,26.900000,3.300000,12000,13000,14000,15000,29000,29000,30000,34000,46000,55000,55000,3404,425,12000,12702.507450228744,220.2598749427125,54782.850999967195,2781.918625146886
1780120674,500,,Aggregated,26.100000,2.700000,12000,13000,14000,15000,29000,29000,30000,34000,46000,55000,55000,3438,427,12000,12681.865966789754,220.2598749427125,54782.850999967195,2786.1018033740547
1780120675,500,,Aggregated,30.400000,4.700000,12000,13000,14000,15000,29000,29000,30000,34000,46000,55000,55000,3462,432,12000,12679.13668187696,220.2598749427125,54782.850999967195,2786.076545349509
1780120676,500,,Aggregated,32.600000,4.400000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3508,450,12000,12732.007434137671,220.2598749427125,54782.850999967195,2777.807297605473
1780120677,500,,Aggregated,33.200000,4.500000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3545,466,12000,12786.129006992847,220.2598749427125,54782.850999967195,2767.7571227080393
